host, subject, issuer, notBefore, notAfter, basicConstraints, sha1Fingerprint
"mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"xn--90anlfbebar6i.xn--p1ai","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"xn--90anlfbebar6i.xn--p1ai","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"www.ar.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.ar.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.archive.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.archive.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.cabinet.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.cabinet.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.contract.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.contract.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.doc.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.doc.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.economy.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.economy.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.encyclopedia.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.encyclopedia.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.eng.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.eng.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.ens.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.ens.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.es.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.es.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.fr.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.fr.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.function.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.function.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.heraldy.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.heraldy.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.kids.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.kids.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.letters.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.letters.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.lkg.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.lkg.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.pda.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.pda.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.recrut.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.recrut.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.special.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.special.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.structure.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.structure.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.syria.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.syria.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.veteran.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.veteran.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.wap.mil.ru","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.wap.mil.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"www.xn--80ahclcogc6ci4h.xn--90anlfbebar6i.xn--p1ai","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","CN=AlphaSSL CA - SHA256 - G2; O=GlobalSign nv-sa; C=BE","Feb 20 10:00:00 2014 GMT","Feb 20 10:00:00 2024 GMT","CA:TRUE, pathlen:0 critical","4C:27:43:17:17:56:5A:3A:07:F3:E6:D0:03:2C:42:58:94:9C:F9:EC"
"www.xn--80ahclcogc6ci4h.xn--90anlfbebar6i.xn--p1ai","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"xn--90anlfbebar6i.xn--p1ai","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"xn--90anlfbebar6i.xn--p1ai","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"energotransbank.com","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"energotransbank.com","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"energotransbank.com","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"energotransbank.com","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"mydss.gazprombank.ru","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","CN=Thawte RSA CA 2018; OU=www.digicert.com; O=DigiCert Inc; C=US","Nov  6 12:23:52 2017 GMT","Nov  6 12:23:52 2027 GMT","CA:TRUE, pathlen:0 critical","4D:EE:A7:06:0D:80:BA:BF:16:43:B4:E0:F0:10:4C:82:99:50:75:B7"
"new.smponbank.ru","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Extended Validation CA - SHA256 - G3; O=GlobalSign nv-sa; C=BE","Sep 21 00:00:00 2016 GMT","Sep 21 00:00:00 2026 GMT","CA:TRUE, pathlen:0 critical","60:23:19:2F:E7:B5:9D:27:89:13:0A:9F:E4:09:4F:9B:55:70:D4:A2"
"new.smponbank.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","Sep 19 00:00:00 2018 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","0B:BF:AB:97:05:95:95:E8:D1:EC:48:E8:9E:B8:65:7C:0E:5A:AE:71"
"new.smponbank.ru","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","CN=GlobalSign Root CA; OU=Root CA; O=GlobalSign nv-sa; C=BE","Sep  1 12:00:00 1998 GMT","Jan 28 12:00:00 2028 GMT","CA:TRUE critical","B1:BC:96:8B:D4:F4:9D:62:2A:A8:9A:81:F2:15:01:52:A4:1D:82:9C"
"tencar.ru","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"tencar.ru","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"www.tencar.ru","CN=R3; O=Let's Encrypt; C=US","CN=ISRG Root X1; O=Internet Security Research Group; C=US","Sep  4 00:00:00 2020 GMT","Sep 15 16:00:00 2025 GMT","CA:TRUE, pathlen:0 critical","A0:53:37:5B:FE:84:E8:B7:48:78:2C:7C:EE:15:82:7A:6A:F5:A4:05"
"www.tencar.ru","CN=ISRG Root X1; O=Internet Security Research Group; C=US","CN=DST Root CA X3; O=Digital Signature Trust Co.","Jan 20 19:14:03 2021 GMT","Sep 30 18:14:03 2024 GMT","CA:TRUE critical","93:3C:6D:DE:E9:5C:9C:41:A4:0F:9F:50:49:3D:82:BE:03:AD:87:BF"
"open.ru","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","Jul 28 00:00:00 2020 GMT","Mar 18 00:00:00 2029 GMT","CA:TRUE, pathlen:0 critical","1C:61:0A:0A:87:D4:92:F4:83:22:C2:AF:D3:BE:9B:6A:D3:6B:6B:EE"
"open.ru","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","CN=GlobalSign; O=GlobalSign; OU=GlobalSign Root CA - R3","Mar 18 10:00:00 2009 GMT","Mar 18 10:00:00 2029 GMT","CA:TRUE critical","D6:9B:56:11:48:F0:1C:77:C5:45:78:C1:09:26:DF:5B:85:69:76:AD"
"open.ru","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","CN=GlobalSign GCC R3 DV TLS CA 2020; O=GlobalSign nv-sa; C=BE","Jul 28 00:00:00 2020 GMT","Mar 18 00:00:00 2029 GMT","CA:TRUE, pathlen:0 critical","1C:61:0A:0A:87:D4:92:F4:83:22:C2:AF:D3:BE:9B:6A:D3:6B:6B:EE"
